Model,MDO4104-3
Firmware Version,3.18

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.2,
Horizontal Delay,1.82,
Sample Interval,2e-05,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,20,0.02
Vertical Position,-0.18,-0.74
,,
,,
,,
Label,,
TIME,CH1,CH3
2.734960e+00,-0.478125,-0.00652812
2.734980e+00,-0.465625,-0.004725
2.735000e+00,-0.465625,-0.0064
2.735020e+00,-0.459375,-0.00370625
2.735040e+00,-0.465625,-0.0041375
2.735060e+00,-0.44375,-0.00559063
2.735080e+00,-0.440625,-0.0054
2.735100e+00,-0.440625,-0.00600313
2.735120e+00,-0.428125,-0.00353437
2.735140e+00,-0.459375,-0.00458125
2.735160e+00,-0.459375,-0.00357813
2.735180e+00,-0.45,-0.00689375
2.735200e+00,-0.465625,-0.00515938
2.735220e+00,-0.425,-0.00424063
2.735240e+00,-0.45,-0.00532188
2.735260e+00,-0.44375,-0.0034625
2.735280e+00,-0.48125,-0.00701875
2.735300e+00,-0.46875,-0.0046
2.735320e+00,-0.471875,-0.00410625
2.735340e+00,-0.51875,-0.00496563
2.735360e+00,-0.45,-0.00229375
2.735380e+00,-0.471875,-0.008425
2.735400e+00,-0.428125,-0.0041625
2.735420e+00,-0.440625,-0.00497812
2.735440e+00,-0.465625,-0.00477813
2.735460e+00,-0.465625,-0.00148437
2.735480e+00,-0.49375,-0.00859375
2.735500e+00,-0.484375,-0.00391875
2.735520e+00,-0.465625,-0.00467813
2.735540e+00,-0.425,-0.00465625
2.735560e+00,-0.471875,-0.00233125
2.735580e+00,-0.48125,-0.007475
2.735600e+00,-0.465625,-0.00439688
2.735620e+00,-0.471875,-0.00565
2.735640e+00,-0.471875,-0.00477813
2.735660e+00,-0.459375,-0.00265625
2.735680e+00,-0.490625,-0.00554375
2.735700e+00,-0.471875,-0.00525313
2.735720e+00,-0.453125,-0.00528125
2.735740e+00,-0.4375,-0.00383125
2.735760e+00,-0.428125,-0.00323125
2.735780e+00,-0.471875,-0.00390313
2.735800e+00,-0.453125,-0.0056875
2.735820e+00,-0.43125,-0.00577187
2.735840e+00,-0.48125,-0.00453438
2.735860e+00,-0.496875,-0.00465313
2.735880e+00,-0.490625,-0.00364688
2.735900e+00,-0.521875,-0.00669062
2.735920e+00,-0.48125,-0.00560625
2.735940e+00,-0.471875,-0.00473125
2.735960e+00,-0.45625,-0.00424688
2.735980e+00,-0.4375,-0.003125
2.736000e+00,-0.45,-0.006825
2.736020e+00,-0.45625,-0.00494375
2.736040e+00,-0.471875,-0.00409063
2.736060e+00,-0.471875,-0.00544063
2.736080e+00,-0.459375,-0.00303125
2.736100e+00,-0.409375,-0.00699063
2.736120e+00,-0.44375,-0.00513125
2.736140e+00,-0.4375,-0.004175
2.736160e+00,-0.465625,-0.00539375
2.736180e+00,-0.45,-0.00281875
2.736200e+00,-0.471875,-0.005975
2.736220e+00,-0.490625,-0.00557188
2.736240e+00,-0.425,-0.00390625
2.736260e+00,-0.48125,-0.00520312
2.736280e+00,-0.50625,-0.00349687
2.736300e+00,-0.49375,-0.00565
2.736320e+00,-0.509375,-0.00659062
2.736340e+00,-0.45625,-0.00396563
2.736360e+00,-0.45625,-0.00504687
2.736380e+00,-0.465625,-0.00386563
2.736400e+00,-0.440625,-0.00340937
2.736420e+00,-0.478125,-0.00644375
2.736440e+00,-0.484375,-0.00490313
2.736460e+00,-0.45625,-0.00533125
2.736480e+00,-0.45,-0.0035375
2.736500e+00,-0.440625,-0.00394687
2.736520e+00,-0.459375,-0.00608125
2.736540e+00,-0.45625,-0.00514062
2.736560e+00,-0.465625,-0.00468438
2.736580e+00,-0.484375,-0.00361875
2.736600e+00,-0.440625,-0.00335313
2.736620e+00,-0.425,-0.00589375
2.736640e+00,-0.49375,-0.005025
2.736660e+00,-0.478125,-0.004575
2.736680e+00,-0.471875,-0.003925
2.736700e+00,-0.51875,-0.00402813
2.736720e+00,-0.509375,-0.00621875
2.736740e+00,-0.525,-0.00593125
2.736760e+00,-0.471875,-0.00443438
2.736780e+00,-0.45,-0.0036125
2.736800e+00,-0.453125,-0.00353125
2.736820e+00,-0.465625,-0.00402813
2.736840e+00,-0.484375,-0.00655
2.736860e+00,-0.496875,-0.0046625
2.736880e+00,-0.484375,-0.00528438
2.736900e+00,-0.465625,-0.00369375
2.736920e+00,-0.459375,-0.00334687
2.736940e+00,-0.484375,-0.007575
2.736960e+00,-0.50625,-0.00411563
2.736980e+00,-0.496875,-0.00528438
2.737000e+00,-0.490625,-0.00409063
2.737020e+00,-0.471875,-0.00245937
2.737040e+00,-0.525,-0.00855625
2.737060e+00,-0.484375,-0.0040125
2.737080e+00,-0.490625,-0.00600313
2.737100e+00,-0.471875,-0.00381875
2.737120e+00,-0.48125,-0.00273125
2.737140e+00,-0.490625,-0.00704063
2.737160e+00,-0.46875,-0.003875
2.737180e+00,-0.48125,-0.00565
2.737200e+00,-0.490625,-0.00317813
2.737220e+00,-0.459375,-0.00339688
2.737240e+00,-0.45625,-0.00604375
2.737260e+00,-0.4375,-0.00429687
2.737280e+00,-0.453125,-0.0057875
2.737300e+00,-0.421875,-0.00249687
2.737320e+00,-0.453125,-0.00359687
2.737340e+00,-0.46875,-0.00597813
2.737360e+00,-0.421875,-0.00557188
2.737380e+00,-0.428125,-0.00565313
2.737400e+00,-0.428125,-0.00384687
2.737420e+00,-0.45625,-0.00454687
2.737440e+00,-0.471875,-0.00396563
2.737460e+00,-0.465625,-0.00589375
2.737480e+00,-0.49375,-0.00484063
2.737500e+00,-0.471875,-0.0042875
2.737520e+00,-0.459375,-0.00500937
2.737540e+00,-0.465625,-0.00207188
2.737560e+00,-0.490625,-0.0081625
2.737580e+00,-0.453125,-0.0037375
2.737600e+00,-0.4375,-0.0045625
2.737620e+00,-0.45625,-0.00417813
2.737640e+00,-0.440625,-0.00255
2.737660e+00,-0.440625,-0.00783125
2.737680e+00,-0.409375,-0.00393125
2.737700e+00,-0.409375,-0.005075
2.737720e+00,-0.4375,-0.00483438
2.737740e+00,-0.4375,-0.00199062
2.737760e+00,-0.45625,-0.00731875
2.737780e+00,-0.484375,-0.004125
2.737800e+00,-0.44375,-0.00586875
2.737820e+00,-0.45625,-0.00409063
2.737840e+00,-0.45,-0.00325938
2.737860e+00,-0.453125,-0.00755625
2.737880e+00,-0.440625,-0.0052625
2.737900e+00,-0.409375,-0.005775
2.737920e+00,-0.440625,-0.00406875
2.737940e+00,-0.453125,-0.00315625
2.737960e+00,-0.45625,-0.00555625
2.737980e+00,-0.453125,-0.00469375
2.738000e+00,-0.44375,-0.00575
2.738020e+00,-0.409375,-0.00381562
2.738040e+00,-0.45,-0.00342813
2.738060e+00,-0.45625,-0.00483125
2.738080e+00,-0.490625,-0.0063
2.738100e+00,-0.45625,-0.005375
2.738120e+00,-0.465625,-0.0038625
2.738140e+00,-0.49375,-0.0041875
2.738160e+00,-0.459375,-0.00354375
2.738180e+00,-0.509375,-0.00656563
2.738200e+00,-0.5,-0.00556563
2.738220e+00,-0.48125,-0.00428437
2.738240e+00,-0.46875,-0.00483125
2.738260e+00,-0.471875,-0.0019375
2.738280e+00,-0.51875,-0.00705313
2.738300e+00,-0.48125,-0.00478438
2.738320e+00,-0.465625,-0.00423125
2.738340e+00,-0.465625,-0.00478438
2.738360e+00,-0.44375,-0.00155
2.738380e+00,-0.471875,-0.00705937
2.738400e+00,-0.46875,-0.0053625
2.738420e+00,-0.43125,-0.00427188
2.738440e+00,-0.459375,-0.00505
2.738460e+00,-0.43125,-0.00292813
2.738480e+00,-0.5,-0.00665938
2.738500e+00,-0.509375,-0.00564062
2.738520e+00,-0.50625,-0.00454062
2.738540e+00,-0.425,-0.0046
2.738560e+00,-0.44375,-0.0028625
2.738580e+00,-0.49375,-0.00536562
2.738600e+00,-0.496875,-0.00634062
2.738620e+00,-0.45625,-0.00440938
2.738640e+00,-0.453125,-0.00455938
2.738660e+00,-0.43125,-0.0031375
2.738680e+00,-0.453125,-0.00494063
2.738700e+00,-0.45625,-0.00575625
2.738720e+00,-0.45625,-0.0046125
2.738740e+00,-0.45625,-0.00524062
2.738760e+00,-0.440625,-0.00364063
2.738780e+00,-0.49375,-0.00353125
2.738800e+00,-0.484375,-0.00691563
2.738820e+00,-0.45,-0.00515625
2.738840e+00,-0.44375,-0.00459375
2.738860e+00,-0.459375,-0.00380625
2.738880e+00,-0.48125,-0.0037
2.738900e+00,-0.490625,-0.00610938
2.738920e+00,-0.440625,-0.00530625
2.738940e+00,-0.44375,-0.00408438
2.738960e+00,-0.465625,-0.00409063
2.738980e+00,-0.440625,-0.0034875
2.739000e+00,-0.484375,-0.00562188
2.739020e+00,-0.5125,-0.00615938
2.739040e+00,-0.5125,-0.004225
2.739060e+00,-0.46875,-0.00490938
2.739080e+00,-0.453125,-0.0037
2.739100e+00,-0.465625,-0.0046
2.739120e+00,-0.45625,-0.00616563
2.739140e+00,-0.478125,-0.00330313
2.739160e+00,-0.465625,-0.00484688
2.739180e+00,-0.415625,-0.00244063
2.739200e+00,-0.43125,-0.0036125
2.739220e+00,-0.459375,-0.00681875
2.739240e+00,-0.45625,-0.00410312
2.739260e+00,-0.453125,-0.00548125
2.739280e+00,-0.421875,-0.00290625
2.739300e+00,-0.415625,-0.00338437
2.739320e+00,-0.415625,-0.00687812
2.739340e+00,-0.4125,-0.00306562
2.739360e+00,-0.428125,-0.00515938
2.739380e+00,-0.4375,-0.00289375
2.739400e+00,-0.484375,-0.00310625
2.739420e+00,-0.496875,-0.00749375
2.739440e+00,-0.453125,-0.00432812
2.739460e+00,-0.465625,-0.00524375
2.739480e+00,-0.48125,-0.00292188
2.739500e+00,-0.465625,-0.00380938
2.739520e+00,-0.484375,-0.0061375
2.739540e+00,-0.490625,-0.0040625
2.739560e+00,-0.490625,-0.00481875
2.739580e+00,-0.48125,-0.0034625
2.739600e+00,-0.45625,-0.00398438
2.739620e+00,-0.459375,-0.00475313
2.739640e+00,-0.46875,-0.0054625
2.739660e+00,-0.44375,-0.004625
2.739680e+00,-0.440625,-0.00358438
2.739700e+00,-0.403125,-0.0043125
2.739720e+00,-0.440625,-0.00335625
2.739740e+00,-0.471875,-0.00650938
2.739760e+00,-0.459375,-0.003925
2.739780e+00,-0.459375,-0.00373438
2.739800e+00,-0.453125,-0.00445
2.739820e+00,-0.45625,-0.00260938
2.739840e+00,-0.46875,-0.00723438
2.739860e+00,-0.421875,-0.00389375
2.739880e+00,-0.415625,-0.00410938
2.739900e+00,-0.453125,-0.00422812
2.739920e+00,-0.45,-0.00239687
2.739940e+00,-0.478125,-0.00841875
2.739960e+00,-0.45625,-0.0044875
2.739980e+00,-0.471875,-0.00545
2.740000e+00,-0.471875,-0.004075
2.740020e+00,-0.478125,-0.00247813
2.740040e+00,-0.5,-0.00800937
2.740060e+00,-0.471875,-0.00357813
2.740080e+00,-0.46875,-0.00609062
2.740100e+00,-0.49375,-0.00367188
2.740120e+00,-0.49375,-0.00240312
2.740140e+00,-0.496875,-0.00692813
2.740160e+00,-0.5125,-0.00370938
2.740180e+00,-0.521875,-0.005625
2.740200e+00,-0.484375,-0.00361875
2.740220e+00,-0.49375,-0.00359063
2.740240e+00,-0.49375,-0.00603438
2.740260e+00,-0.478125,-0.00500625
2.740280e+00,-0.534375,-0.00544375
2.740300e+00,-0.53125,-0.00381562
2.740320e+00,-0.49375,-0.00400937
2.740340e+00,-0.50625,-0.00458438
2.740360e+00,-0.50625,-0.00556875
2.740380e+00,-0.51875,-0.00520937
2.740400e+00,-0.50625,-0.00377813
2.740420e+00,-0.5,-0.00378125
2.740440e+00,-0.496875,-0.00255
2.740460e+00,-0.509375,-0.00625313
2.740480e+00,-0.490625,-0.00529063
2.740500e+00,-0.50625,-0.00349063
2.740520e+00,-0.509375,-0.0049125
2.740540e+00,-0.49375,-0.00170625
2.740560e+00,-0.5125,-0.00668437
2.740580e+00,-0.50625,-0.00377813
2.740600e+00,-0.534375,-0.0043375
2.740620e+00,-0.484375,-0.00439688
2.740640e+00,-0.48125,-0.00146875
2.740660e+00,-0.5,-0.0068
2.740680e+00,-0.50625,-0.00464375
2.740700e+00,-0.49375,-0.00405313
2.740720e+00,-0.459375,-0.0051875
2.740740e+00,-0.471875,-0.00172188
2.740760e+00,-0.484375,-0.00640312
2.740780e+00,-0.459375,-0.00391875
2.740800e+00,-0.484375,-0.00434063
2.740820e+00,-0.490625,-0.00447812
2.740840e+00,-0.484375,-0.00218437
2.740860e+00,-0.509375,-0.00575
2.740880e+00,-0.46875,-0.00543125
2.740900e+00,-0.459375,-0.00447188
2.740920e+00,-0.453125,-0.004275
2.740940e+00,-0.496875,-0.00286563
2.740960e+00,-0.509375,-0.00470312
2.740980e+00,-0.51875,-0.00636875
2.741000e+00,-0.50625,-0.00479375
2.741020e+00,-0.45625,-0.00451875
2.741040e+00,-0.484375,-0.00356562
2.741060e+00,-0.48125,-0.00317813
2.741080e+00,-0.509375,-0.006275
2.741100e+00,-0.453125,-0.00435625
2.741120e+00,-0.45625,-0.00414375
2.741140e+00,-0.459375,-0.0041875
2.741160e+00,-0.4375,-0.003275
2.741180e+00,-0.459375,-0.00630937
2.741200e+00,-0.471875,-0.00568125
2.741220e+00,-0.471875,-0.00381562
2.741240e+00,-0.45625,-0.00391875
2.741260e+00,-0.46875,-0.0027125
2.741280e+00,-0.5,-0.00571875
2.741300e+00,-0.471875,-0.0055625
2.741320e+00,-0.478125,-0.00380625
2.741340e+00,-0.48125,-0.00465313
2.741360e+00,-0.478125,-0.00303125
2.741380e+00,-0.46875,-0.00519063
2.741400e+00,-0.4375,-0.00580312
2.741420e+00,-0.46875,-0.00414375
2.741440e+00,-0.5,-0.00521563
2.741460e+00,-0.490625,-0.00287812
2.741480e+00,-0.453125,-0.00413437
2.741500e+00,-0.46875,-0.00624062
2.741520e+00,-0.465625,-0.00430938
2.741540e+00,-0.490625,-0.00559063
2.741560e+00,-0.484375,-0.00366562
2.741580e+00,-0.478125,-0.00345313
2.741600e+00,-0.490625,-0.00738438
2.741620e+00,-0.478125,-0.00359687
2.741640e+00,-0.45,-0.00560937
2.741660e+00,-0.46875,-0.00365937
2.741680e+00,-0.453125,-0.00309687
2.741700e+00,-0.50625,-0.00649375
2.741720e+00,-0.496875,-0.004
2.741740e+00,-0.48125,-0.00529375
2.741760e+00,-0.465625,-0.00249375
2.741780e+00,-0.484375,-0.00384375
2.741800e+00,-0.49375,-0.00656563
2.741820e+00,-0.5125,-0.004925
2.741840e+00,-0.525,-0.00535
2.741860e+00,-0.48125,-0.00339375
2.741880e+00,-0.490625,-0.00374688
2.741900e+00,-0.490625,-0.00570625
2.741920e+00,-0.46875,-0.00550938
2.741940e+00,-0.471875,-0.0048125
2.741960e+00,-0.490625,-0.00415313
2.741980e+00,-0.496875,-0.00438437
2.742000e+00,-0.484375,-0.00409687
2.742020e+00,-0.525,-0.00629063
2.742040e+00,-0.53125,-0.00419375
2.742060e+00,-0.49375,-0.00435625
2.742080e+00,-0.5125,-0.00409063
2.742100e+00,-0.490625,-0.00302812
2.742120e+00,-0.509375,-0.00763125
2.742140e+00,-0.490625,-0.00360312
2.742160e+00,-0.46875,-0.00475
2.742180e+00,-0.471875,-0.00378125
2.742200e+00,-0.428125,-0.0025125
2.742220e+00,-0.45,-0.00793438
2.742240e+00,-0.50625,-0.00403437
2.742260e+00,-0.51875,-0.00527813
2.742280e+00,-0.50625,-0.00432812
2.742300e+00,-0.5125,-0.002225
2.742320e+00,-0.51875,-0.00750625
2.742340e+00,-0.478125,-0.00381875
2.742360e+00,-0.45,-0.0051125
2.742380e+00,-0.459375,-0.00383438
2.742400e+00,-0.478125,-0.00232813
2.742420e+00,-0.490625,-0.00720938
2.742440e+00,-0.496875,-0.003975
2.742460e+00,-0.5,-0.00625313
2.742480e+00,-0.48125,-0.00324687
2.742500e+00,-0.45625,-0.00322187
2.742520e+00,-0.45625,-0.00617812
2.742540e+00,-0.440625,-0.0049375
2.742560e+00,-0.45625,-0.0055125
2.742580e+00,-0.46875,-0.00333125
2.742600e+00,-0.49375,-0.00396563
2.742620e+00,-0.48125,-0.00443438
2.742640e+00,-0.484375,-0.00547188
2.742660e+00,-0.478125,-0.00529687
2.742680e+00,-0.459375,-0.00395625
2.742700e+00,-0.484375,-0.00424375
2.742720e+00,-0.46875,-0.00273125
2.742740e+00,-0.490625,-0.00710625
2.742760e+00,-0.478125,-0.00424063
2.742780e+00,-0.496875,-0.00363125
2.742800e+00,-0.525,-0.0048
2.742820e+00,-0.490625,-0.00165938
2.742840e+00,-0.509375,-0.0073125
2.742860e+00,-0.490625,-0.00429375
2.742880e+00,-0.459375,-0.00413125
2.742900e+00,-0.49375,-0.00537813
2.742920e+00,-0.50625,-0.00155312
2.742940e+00,-0.496875,-0.0074375
2.742960e+00,-0.49375,-0.004425
2.742980e+00,-0.5,-0.00383438
2.743000e+00,-0.521875,-0.00458125
2.743020e+00,-0.5375,-0.00170312
2.743040e+00,-0.51875,-0.00662813
2.743060e+00,-0.509375,-0.00425937
2.743080e+00,-0.48125,-0.00482812
2.743100e+00,-0.46875,-0.00419062
2.743120e+00,-0.4375,-0.00210938
2.743140e+00,-0.43125,-0.00500937
2.743160e+00,-0.45625,-0.0053875
2.743180e+00,-0.440625,-0.00481563
2.743200e+00,-0.478125,-0.00372812
2.743220e+00,-0.465625,-0.003875
2.743240e+00,-0.490625,-0.00536562
2.743260e+00,-0.496875,-0.00544375
2.743280e+00,-0.484375,-0.00530625
2.743300e+00,-0.46875,-0.00369375
2.743320e+00,-0.484375,-0.00360625
2.743340e+00,-0.48125,-0.00338125
2.743360e+00,-0.49375,-0.00611562
2.743380e+00,-0.465625,-0.00524375
2.743400e+00,-0.465625,-0.00332813
2.743420e+00,-0.465625,-0.00419062
2.743440e+00,-0.49375,-0.00269062
2.743460e+00,-0.484375,-0.0068875
2.743480e+00,-0.484375,-0.00470312
2.743500e+00,-0.478125,-0.003925
2.743520e+00,-0.46875,-0.00498437
2.743540e+00,-0.4375,-0.00260938
2.743560e+00,-0.484375,-0.0068125
2.743580e+00,-0.490625,-0.00508125
2.743600e+00,-0.496875,-0.00405313
2.743620e+00,-0.48125,-0.00473437
2.743640e+00,-0.453125,-0.002275
2.743660e+00,-0.425,-0.00480625
2.743680e+00,-0.453125,-0.00617188
2.743700e+00,-0.48125,-0.00423125
2.743720e+00,-0.478125,-0.00496563
2.743740e+00,-0.45,-0.0030125
2.743760e+00,-0.46875,-0.0047875
2.743780e+00,-0.49375,-0.00617188
2.743800e+00,-0.48125,-0.00360312
2.743820e+00,-0.478125,-0.00492187
2.743840e+00,-0.45625,-0.00240312
2.743860e+00,-0.484375,-0.00388437
2.743880e+00,-0.5,-0.00652812
2.743900e+00,-0.459375,-0.0039
2.743920e+00,-0.44375,-0.00442187
2.743940e+00,-0.45625,-0.00287812
2.743960e+00,-0.45,-0.00373438
2.743980e+00,-0.496875,-0.00666875
2.744000e+00,-0.471875,-0.00372187
2.744020e+00,-0.484375,-0.00462813
2.744040e+00,-0.43125,-0.00309687
2.744060e+00,-0.45625,-0.00372812
2.744080e+00,-0.453125,-0.00591875
2.744100e+00,-0.459375,-0.00499063
2.744120e+00,-0.43125,-0.0047375
2.744140e+00,-0.440625,-0.00345313
2.744160e+00,-0.484375,-0.00304063
2.744180e+00,-0.496875,-0.00511875
2.744200e+00,-0.484375,-0.00586562
2.744220e+00,-0.45625,-0.00405313
2.744240e+00,-0.465625,-0.00370625
2.744260e+00,-0.484375,-0.00361563
2.744280e+00,-0.45,-0.00459688
2.744300e+00,-0.496875,-0.00585625
2.744320e+00,-0.50625,-0.00372812
2.744340e+00,-0.53125,-0.00427188
2.744360e+00,-0.478125,-0.00389375
2.744380e+00,-0.50625,-0.00350625
2.744400e+00,-0.546875,-0.00677812
2.744420e+00,-0.50625,-0.00328437
2.744440e+00,-0.49375,-0.00459688
2.744460e+00,-0.48125,-0.0039875
2.744480e+00,-0.48125,-0.00216563
2.744500e+00,-0.471875,-0.00699687
2.744520e+00,-0.465625,-0.00313438
2.744540e+00,-0.43125,-0.00504687
2.744560e+00,-0.45625,-0.00262812
2.744580e+00,-0.465625,-0.00230625
2.744600e+00,-0.465625,-0.00750312
2.744620e+00,-0.5,-0.00314688
2.744640e+00,-0.48125,-0.00512813
2.744660e+00,-0.46875,-0.00249687
2.744680e+00,-0.478125,-0.00284687
2.744700e+00,-0.509375,-0.00723125
2.744720e+00,-0.53125,-0.0036
2.744740e+00,-0.521875,-0.00504375
2.744760e+00,-0.490625,-0.00354375
2.744780e+00,-0.48125,-0.00365937
2.744800e+00,-0.471875,-0.00564062
2.744820e+00,-0.478125,-0.00504687
2.744840e+00,-0.46875,-0.00500625
2.744860e+00,-0.44375,-0.00359063
2.744880e+00,-0.43125,-0.00415
2.744900e+00,-0.44375,-0.0039125
2.744920e+00,-0.49375,-0.00595
2.744940e+00,-0.45,-0.00419375
2.744960e+00,-0.453125,-0.00294375
2.744980e+00,-0.471875,-0.00473125
2.745000e+00,-0.453125,-0.00298438
2.745020e+00,-0.4375,-0.00629375
2.745040e+00,-0.459375,-0.00458438
2.745060e+00,-0.459375,-0.00338125
2.745080e+00,-0.490625,-0.004325
2.745100e+00,-0.471875,-0.00219063
2.745120e+00,-0.5,-0.00716563
2.745140e+00,-0.46875,-0.00362812
2.745160e+00,-0.45625,-0.00403437
2.745180e+00,-0.440625,-0.004325
2.745200e+00,-0.4375,-0.00178125
2.745220e+00,-0.496875,-0.00783125
2.745240e+00,-0.465625,-0.00364063
2.745260e+00,-0.440625,-0.00478438
2.745280e+00,-0.45625,-0.0041375
2.745300e+00,-0.403125,-0.001925
2.745320e+00,-0.484375,-0.00744688
2.745340e+00,-0.428125,-0.00334062
2.745360e+00,-0.45625,-0.0048
2.745380e+00,-0.465625,-0.00415
2.745400e+00,-0.46875,-0.002525
2.745420e+00,-0.440625,-0.00592188
2.745440e+00,-0.4375,-0.0042875
2.745460e+00,-0.48125,-0.00539375
2.745480e+00,-0.43125,-0.00334687
2.745500e+00,-0.44375,-0.00329688
2.745520e+00,-0.43125,-0.00399688
2.745540e+00,-0.45625,-0.00575625
2.745560e+00,-0.459375,-0.0061375
2.745580e+00,-0.44375,-0.00374688
2.745600e+00,-0.465625,-0.00437813
2.745620e+00,-0.453125,-0.00350625
2.745640e+00,-0.490625,-0.00615
2.745660e+00,-0.46875,-0.00524375
2.745680e+00,-0.459375,-0.00344062
2.745700e+00,-0.471875,-0.0044625
2.745720e+00,-0.459375,-0.0025625
2.745740e+00,-0.45625,-0.00645625
2.745760e+00,-0.48125,-0.00494063
2.745780e+00,-0.51875,-0.00334375
2.745800e+00,-0.46875,-0.00449375
2.745820e+00,-0.465625,-0.00229375
2.745840e+00,-0.51875,-0.00630937
2.745860e+00,-0.496875,-0.00472188
2.745880e+00,-0.478125,-0.004
2.745900e+00,-0.48125,-0.00535
2.745920e+00,-0.48125,-0.00219688
2.745940e+00,-0.465625,-0.00641563
2.745960e+00,-0.440625,-0.0050375
2.745980e+00,-0.45625,-0.00400937
2.746000e+00,-0.45625,-0.00485937
2.746020e+00,-0.45625,-0.00219688
2.746040e+00,-0.459375,-0.00559688
2.746060e+00,-0.49375,-0.0055375
2.746080e+00,-0.45625,-0.00375312
2.746100e+00,-0.453125,-0.00503125
2.746120e+00,-0.45,-0.00203125
2.746140e+00,-0.46875,-0.00395938
2.746160e+00,-0.471875,-0.00615938
2.746180e+00,-0.48125,-0.0043
2.746200e+00,-0.48125,-0.00487188
2.746220e+00,-0.46875,-0.00364688
2.746240e+00,-0.490625,-0.00345
2.746260e+00,-0.478125,-0.006075
2.746280e+00,-0.478125,-0.00470312
2.746300e+00,-0.44375,-0.0044875
2.746320e+00,-0.478125,-0.00336563
2.746340e+00,-0.484375,-0.00302812
2.746360e+00,-0.490625,-0.00603125
2.746380e+00,-0.46875,-0.00454062
2.746400e+00,-0.496875,-0.00479375
2.746420e+00,-0.484375,-0.00334062
2.746440e+00,-0.478125,-0.00292188
2.746460e+00,-0.484375,-0.00586875
2.746480e+00,-0.471875,-0.005525
2.746500e+00,-0.453125,-0.004225
2.746520e+00,-0.384375,-0.0035625
2.746540e+00,-0.421875,-0.00330313
2.746560e+00,-0.45625,-0.00504375
2.746580e+00,-0.45,-0.00616875
2.746600e+00,-0.45,-0.00384687
2.746620e+00,-0.46875,-0.00445938
2.746640e+00,-0.48125,-0.003475
2.746660e+00,-0.459375,-0.00349687
2.746680e+00,-0.465625,-0.00654688
2.746700e+00,-0.48125,-0.0028375
2.746720e+00,-0.45,-0.0050875
2.746740e+00,-0.43125,-0.00308438
2.746760e+00,-0.453125,-0.00325938
2.746780e+00,-0.48125,-0.00734687
2.746800e+00,-0.44375,-0.0032375
2.746820e+00,-0.453125,-0.00535937
2.746840e+00,-0.440625,-0.003175
2.746860e+00,-0.43125,-0.00262812
2.746880e+00,-0.4375,-0.00689063
2.746900e+00,-0.490625,-0.00338125
2.746920e+00,-0.50625,-0.0054625
2.746940e+00,-0.471875,-0.00273125
2.746960e+00,-0.45625,-0.00275312
2.746980e+00,-0.453125,-0.0064125
2.747000e+00,-0.421875,-0.0039125
2.747020e+00,-0.46875,-0.00543438
2.747040e+00,-0.45625,-0.00274063
2.747060e+00,-0.459375,-0.00380313
2.747080e+00,-0.496875,-0.00585313
2.747100e+00,-0.484375,-0.00528438
2.747120e+00,-0.46875,-0.00514687
2.747140e+00,-0.459375,-0.00310625
2.747160e+00,-0.490625,-0.00410625
2.747180e+00,-0.49375,-0.0046375
2.747200e+00,-0.484375,-0.00656875
2.747220e+00,-0.496875,-0.00482812
2.747240e+00,-0.471875,-0.00345625
2.747260e+00,-0.45625,-0.0046625
2.747280e+00,-0.49375,-0.00275312
2.747300e+00,-0.5,-0.00675312
2.747320e+00,-0.48125,-0.00390625
2.747340e+00,-0.453125,-0.00387812
2.747360e+00,-0.490625,-0.00409687
2.747380e+00,-0.440625,-0.00192187
2.747400e+00,-0.496875,-0.00796875
2.747420e+00,-0.509375,-0.004175
2.747440e+00,-0.428125,-0.00409375
2.747460e+00,-0.453125,-0.00441875
2.747480e+00,-0.440625,-0.00173125
2.747500e+00,-0.484375,-0.00805625
2.747520e+00,-0.496875,-0.0037
2.747540e+00,-0.509375,-0.00556875
2.747560e+00,-0.496875,-0.00369687
2.747580e+00,-0.453125,-0.00235938
2.747600e+00,-0.484375,-0.007475
2.747620e+00,-0.50625,-0.00453125
2.747640e+00,-0.484375,-0.00596562
2.747660e+00,-0.484375,-0.00385938
2.747680e+00,-0.496875,-0.00269688
2.747700e+00,-0.50625,-0.0059875
2.747720e+00,-0.49375,-0.004425
2.747740e+00,-0.46875,-0.00584063
2.747760e+00,-0.49375,-0.00337187
2.747780e+00,-0.49375,-0.00405
2.747800e+00,-0.5125,-0.0052125
2.747820e+00,-0.509375,-0.00487188
2.747840e+00,-0.525,-0.00484688
2.747860e+00,-0.534375,-0.00318125
2.747880e+00,-0.490625,-0.00350625
2.747900e+00,-0.484375,-0.00309687
2.747920e+00,-0.49375,-0.00610313
2.747940e+00,-0.46875,-0.00501875
2.747960e+00,-0.496875,-0.00378437
2.747980e+00,-0.51875,-0.00475
2.748000e+00,-0.465625,-0.00199062
2.748020e+00,-0.496875,-0.0073
2.748040e+00,-0.45,-0.00379688
2.748060e+00,-0.440625,-0.00391875
2.748080e+00,-0.44375,-0.00520937
2.748100e+00,-0.44375,-0.00178438
2.748120e+00,-0.440625,-0.00689063
2.748140e+00,-0.49375,-0.00445312
2.748160e+00,-0.43125,-0.00403437
2.748180e+00,-0.478125,-0.00461563
